Year,Geography Level,NAME,FIPS,Value Type,Source,Dataset,Values,Role
2012,Metropolitan Statistical Area,Houston MSA,26420,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,19.371422373599998,Peer
1997,National,US,00,DEATHS,Moodys-US,Moodys,-2364615.7360230675,Benchmark
2016,Metropolitan Statistical Area,Dallas MSA,19100,POPESTIMATE,Census-CBSA,PEP_Vintage_2020,7195475.0,Peer
2021,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,-2558.0,Peer
2013,Metropolitan Statistical Area,Austin MSA,12420,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,6104.0,Broad
2017,Metropolitan Statistical Area,Austin MSA,12420,NPOPCHG,Census-CBSA,PEP_Vintage_2020,53191.0,Broad
1994,Metropolitan Statistical Area,San Antonio MSA,41700,DOMESTICMIG,Moodys-CBSA,Moodys,6956.99582207797,Peer
1994,National,US,00,NATURALCHG,Moodys-US,Moodys,1706565.9716413347,Benchmark
1998,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,POPESTIMATE,Moodys-County,Moodys,486599.0093233284,Peer
1999,Metropolitan Statistical Area,Austin MSA,12420,INTERNATIONALMIG,Moodys-CBSA,Moodys,13130.09894979523,Broad
2002,Metropolitan Statistical Area,Austin MSA,12420,DOMESTICMIG,Moodys-CBSA,Moodys,3036.140383670734,Broad
2008,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Moodys-CBSA,Moodys,33553.146742799574,Peer
2004,State,Texas,48,BIRTHS,Moodys-State,Moodys,380274.2912815715,Benchmark
2013,Metropolitan Statistical Area,Dallas MSA,19100,RESIDUAL,Census-CBSA,PEP_Vintage_2020,-5.0,Peer
2015,Metropolitan Statistical Area,Austin MSA,12420,NETMIG,Census-CBSA,PEP_Vintage_2020,42134.0,Broad
2015,County or Equivalent,Travis County,48453,RNETMIG,Census-County-State-US,PEP_Vintage_2020,14.036101653,Focus
2025,Metropolitan Statistical Area,San Antonio MSA,41700,RDEATH,Census-CBSA,PEP_Vintage_2025,73.839906584,Peer
1993,Metropolitan Statistical Area,Dallas MSA,19100,DEATHS,Moodys-CBSA,Moodys,-27424.988766399154,Peer
2021,County or Equivalent,Travis County,48453,BIRTHS,Census-County-State-US,PEP_Vintage_2025,15121.0,Focus
2022,Metropolitan Statistical Area,San Antonio MSA,41700,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,13.409064811,Peer
2006,State,Texas,48,INTERNATIONALMIG,Moodys-State,Moodys,117589.41581677932,Benchmark
2016,Metropolitan Statistical Area,San Antonio MSA,41700,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,24192.0,Peer
2015,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,60142.0,Peer
1999,National,US,00,RESIDUAL,Moodys-US,Moodys,78149.494677087,Benchmark
2007,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Moodys-CBSA,Moodys,32437.781156307195,Peer
2002,County or Equivalent,Travis County,48453,BIRTHS,Moodys-County,Moodys,14472.420178963497,Focus
2003,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Moodys-CBSA,Moodys,-29941.34583904028,Peer
1984,Metropolitan Statistical Area,Houston MSA,26420,NATURALCHG,Moodys-CBSA,Moodys,48660.07551042834,Peer
2019,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,2.8781431228,Peer
1991,Metropolitan Statistical Area,Houston MSA,26420,DOMESTICMIG,Moodys-CBSA,Moodys,30761.263984546476,Peer
2021,Metropolitan Statistical Area,Dallas MSA,19100,NPOPCHG,Census-CBSA,PEP_Vintage_2025,110428.0,Peer
1989,County or Equivalent,Travis County,48453,RESIDUAL,Moodys-County,Moodys,201.81428176207433,Focus
1999,County or Equivalent,Travis County,48453,RESIDUAL,Moodys-County,Moodys,281.4452344524491,Focus
2025,State,Texas,48,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,632356.0,Benchmark
1985,State,Texas,48,DEATHS,Moodys-State,Moodys,-118182.00365069561,Benchmark
2017,State,Texas,48,NETMIG,Census-County-State-US,PEP_Vintage_2020,181021.0,Benchmark
2012,County or Equivalent,Travis County,48453,RDEATH,Census-County-State-US,PEP_Vintage_2020,4.3723188392,Focus
1996,Metropolitan Statistical Area,Austin MSA,12420,RESIDUAL,Moodys-CBSA,Moodys,382.9908531905335,Broad
2010,Metropolitan Statistical Area,San Antonio MSA,41700,NPOPCHG,Census-CBSA,PEP_Vintage_2020,10496.0,Peer
2009,State,Texas,48,POPESTIMATE,Moodys-State,Moodys,24801761.0,Benchmark
2020,Metropolitan Statistical Area,San Antonio MSA,41700,NATURALCHG,Census-CBSA,PEP_Vintage_2025,10796.0,Peer
2021,State,Texas,48,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,94381.0,Benchmark
2015,Metropolitan Statistical Area,Austin MSA,12420,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,41530.0,Broad
1992,County or Equivalent,Travis County,48453,DEATHS,Moodys-County,Moodys,-3059.5964025003736,Focus
1994,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Moodys-CBSA,Moodys,-5625.6600751815195,Broad
1996,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Moodys-CBSA,Moodys,28844.111657304446,Peer
2020,Metropolitan Statistical Area,Austin MSA,12420,NATURALCHG,Census-CBSA,PEP_Vintage_2025,12376.0,Broad
2013,State,Texas,48,NETMIG,Census-County-State-US,PEP_Vintage_2020,187189.0,Benchmark
2020,National,US,00,GQESTIMATESBASE,Census-County-State-US,PEP_Vintage_2025,8305481.0,Benchmark
2011,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Census-County-State-US,PEP_Vintage_2020,-4979.0,Peer
2012,State,Texas,48,RBIRTH,Census-County-State-US,PEP_Vintage_2020,14.618586828,Benchmark
2014,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,1649.0,Peer
2015,State,Texas,48,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,4.3087085608,Benchmark
2013,Metropolitan Statistical Area,Houston MSA,26420,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,79814.0,Peer
1981,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Moodys-CBSA,Moodys,33201.40947404989,Peer
2021,County or Equivalent,Travis County,48453,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,1431.0,Focus
2015,Metropolitan Statistical Area,Austin MSA,12420,BIRTHS,Census-CBSA,PEP_Vintage_2020,26840.0,Broad
2024,Metropolitan Statistical Area,Dallas MSA,19100,BIRTHS,Census-CBSA,PEP_Vintage_2025,103573.0,Peer
1998,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DOMESTICMIG,Moodys-County,Moodys,16619.272234656702,Peer
2008,National,US,00,POPESTIMATE,Moodys-US,Moodys,304167710.0,Benchmark
2016,State,Texas,48,BIRTHS,Census-County-State-US,PEP_Vintage_2020,402564.0,Benchmark
2010,State,Texas,48,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,59632.0,Benchmark
2025,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,156.025576517,Peer
2004,Metropolitan Statistical Area,San Antonio MSA,41700,RESIDUAL,Moodys-CBSA,Moodys,-1835.999999999969,Peer
2020,County or Equivalent,Travis County,48453,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,7716.0,Focus
2011,State,Texas,48,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,213569.0,Benchmark
1991,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Moodys-CBSA,Moodys,-23670.004787679172,Peer
1999,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NATURALCHG,Moodys-County,Moodys,3961.4130545639127,Peer
2018,National,US,00,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,1716071.0,Benchmark
2018,State,Texas,48,NETMIG,Census-County-State-US,PEP_Vintage_2020,153776.0,Benchmark
2014,Metropolitan Statistical Area,San Antonio MSA,41700,RNETMIG,Census-CBSA,PEP_Vintage_2020,149.4360766318,Peer
1983,Metropolitan Statistical Area,Houston MSA,26420,DOMESTICMIG,Moodys-CBSA,Moodys,27127.945086976848,Peer
2003,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,BIRTHS,Moodys-County,Moodys,9336.029832638447,Peer
1999,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Moodys-CBSA,Moodys,54431.5414354179,Peer
2008,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Moodys-County,Moodys,384.00000000000057,Peer
2011,State,Texas,48,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,361.0,Benchmark
2024,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,6947.0,Peer
1997,Metropolitan Statistical Area,San Antonio MSA,41700,POPESTIMATE,Moodys-CBSA,Moodys,1628675.9566829586,Peer
2025,Metropolitan Statistical Area,Austin MSA,12420,DOMESTICMIG,Census-CBSA,PEP_Vintage_2025,19860.0,Broad
2020,County or Equivalent,Travis County,48453,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,18100.0,Focus
2025,National,US,00,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,3.7026195511,Benchmark
2012,Metropolitan Statistical Area,Dallas MSA,19100,RBIRTH,Census-CBSA,PEP_Vintage_2020,142.01980664,Peer
2017,Metropolitan Statistical Area,Houston MSA,26420,NETMIG,Census-CBSA,PEP_Vintage_2020,33786.0,Peer
2022,National,US,00,RNETMIG,Census-County-State-US,PEP_Vintage_2025,5.0206301198,Benchmark
1991,State,Texas,48,NATURALCHG,Moodys-State,Moodys,192828.3135971034,Benchmark
2016,County or Equivalent,Travis County,48453,RBIRTH,Census-County-State-US,PEP_Vintage_2020,13.662234954,Focus
1986,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Moodys-CBSA,Moodys,16768.674611057264,Peer
2025,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Census-CBSA,PEP_Vintage_2025,-493.0,Peer
2018,County or Equivalent,Travis County,48453,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,1246693.0,Focus
2021,County or Equivalent,Travis County,48453,RNATURALCHG,Census-County-State-US,PEP_Vintage_2025,5.972165457,Focus
1992,Metropolitan Statistical Area,Houston MSA,26420,NATURALCHG,Moodys-CBSA,Moodys,51421.80691548821,Peer
2020,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,492.0,Peer
1989,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Moodys-CBSA,Moodys,1315.758796979574,Peer
2010,Metropolitan Statistical Area,Austin MSA,12420,RESIDUAL,Census-CBSA,PEP_Vintage_2020,466.0,Broad
2004,Place,"Fountain, CO",0827865,POPESTIMATE,Census-Place,PEP City and Town Intercensal Datasets: 2000-2010,19566.0,Peer
1981,National,US,00,DOMESTICMIG,Moodys-US,Moodys,956.731624373826,Benchmark
1993,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,INTERNATIONALMIG,Moodys-County,Moodys,997.4238113210389,Peer
2019,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,-46.0,Peer
2006,National,US,00,NATURALCHG,Moodys-US,Moodys,1759450.7472363154,Benchmark
1989,National,US,00,INTERNATIONALMIG,Moodys-US,Moodys,465167.06434286863,Benchmark
2019,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,2300.0,Peer
1987,Metropolitan Statistical Area,Austin MSA,12420,RESIDUAL,Moodys-CBSA,Moodys,288.1914088938774,Broad
1994,Metropolitan Statistical Area,Austin MSA,12420,DOMESTICMIG,Moodys-CBSA,Moodys,20520.0273489184,Broad
2020,Metropolitan Statistical Area,Dallas MSA,19100,BIRTHS,Census-CBSA,PEP_Vintage_2025,91468.0,Peer
2020,National,US,00,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,8169006.0,Benchmark
1993,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Moodys-CBSA,Moodys,1461.1577950742562,Peer
2014,County or Equivalent,Travis County,48453,BIRTHS,Census-County-State-US,PEP_Vintage_2020,15986.0,Focus
1997,Metropolitan Statistical Area,Houston MSA,26420,BIRTHS,Moodys-CBSA,Moodys,78025.44313815954,Peer
1983,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DOMESTICMIG,Moodys-County,Moodys,26604.634931089182,Peer
1988,National,US,00,NATURALCHG,Moodys-US,Moodys,1685572.1873659748,Benchmark
2011,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,103.0,Peer
2017,Metropolitan Statistical Area,Austin MSA,12420,RDEATH,Census-CBSA,PEP_Vintage_2020,31.8383881987,Broad
2005,Metropolitan Statistical Area,Austin MSA,12420,NATURALCHG,Moodys-CBSA,Moodys,16851.605087052172,Broad
1991,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,POPESTIMATE,Moodys-County,Moodys,352312.0151352871,Peer
2016,Metropolitan Statistical Area,San Antonio MSA,41700,NPOPCHG,Census-CBSA,PEP_Vintage_2020,46694.0,Peer
1984,Metropolitan Statistical Area,San Antonio MSA,41700,DEATHS,Moodys-CBSA,Moodys,-9234.913048278846,Peer
2001,Metropolitan Statistical Area,Austin MSA,12420,POPESTIMATE,Moodys-CBSA,Moodys,1321316.0,Broad
1987,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,BIRTHS,Moodys-County,Moodys,5450.846243592865,Peer
2020,State,Texas,48,GQESTIMATESBASE,Census-County-State-US,PEP_Vintage_2025,610003.0,Benchmark
2020,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Census-CBSA,PEP_Vintage_2025,7169284.0,Peer
2020,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,-890.0,Peer
2006,State,Texas,48,NATURALCHG,Moodys-State,Moodys,235928.58418322253,Benchmark
2018,Metropolitan Statistical Area,Houston MSA,26420,NPOPCHG,Census-CBSA,PEP_Vintage_2020,76527.0,Peer
2021,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Census-CBSA,PEP_Vintage_2025,-168.0,Peer
2004,National,US,00,DEATHS,Moodys-US,Moodys,-2448203.9914875594,Benchmark
1986,Metropolitan Statistical Area,Austin MSA,12420,POPESTIMATE,Moodys-CBSA,Moodys,793116.8965166619,Broad
2019,State,Texas,48,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,4.2148286107,Benchmark
2001,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,INTERNATIONALMIG,Moodys-County,Moodys,1130.6147514576721,Peer
2020,Metropolitan Statistical Area,San Antonio MSA,41700,RESIDUAL,Census-CBSA,PEP_Vintage_2025,142.0,Peer
1994,Metropolitan Statistical Area,Houston MSA,26420,NATURALCHG,Moodys-CBSA,Moodys,49161.870216784155,Peer
1984,Metropolitan Statistical Area,Austin MSA,12420,POPESTIMATE,Moodys-CBSA,Moodys,707647.3924595778,Broad
2006,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,BIRTHS,Moodys-County,Moodys,10119.100131108655,Peer
2012,National,US,00,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,2294181.0,Benchmark
2008,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Moodys-CBSA,Moodys,67801.67650216195,Peer
2011,Metropolitan Statistical Area,San Antonio MSA,41700,RESIDUAL,Census-CBSA,PEP_Vintage_2020,85.0,Peer
1997,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Moodys-County,Moodys,165.78964847948026,Peer
2011,Metropolitan Statistical Area,Dallas MSA,19100,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,78601.0,Peer
2009,Metropolitan Statistical Area,Austin MSA,12420,POPESTIMATE,Moodys-CBSA,Moodys,1682338.0,Broad
2023,County or Equivalent,Travis County,48453,NETMIG,Census-County-State-US,PEP_Vintage_2025,7978.0,Focus
2013,County or Equivalent,Travis County,48453,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,10706.0,Focus
2025,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Census-County-State-US,PEP_Vintage_2025,-8627.0,Peer
2005,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Moodys-CBSA,Moodys,-6666.9045641786415,Broad
1984,County or Equivalent,Travis County,48453,POPESTIMATE,Moodys-County,Moodys,499409.451427182,Focus
2021,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NETMIG,Census-County-State-US,PEP_Vintage_2025,47941.0,Peer
2003,Metropolitan Statistical Area,Dallas MSA,19100,RESIDUAL,Moodys-CBSA,Moodys,4943.9999999999945,Peer
2011,National,US,00,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,2256338.0,Benchmark
2023,Metropolitan Statistical Area,Dallas MSA,19100,GQESTIMATES,Census-CBSA,PEP_Vintage_2025,92154.0,Peer
2012,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,20318.0,Peer
2003,State,Texas,48,DOMESTICMIG,Moodys-State,Moodys,29693.999999997326,Benchmark
2011,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,918.0,Peer
2021,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,1870.0,Peer
1987,State,Texas,48,POPESTIMATE,Moodys-State,Moodys,16621789.062499996,Benchmark
2011,Metropolitan Statistical Area,San Antonio MSA,41700,DEATHS,Census-CBSA,PEP_Vintage_2020,-14853.0,Peer
2011,National,US,00,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
2011,Metropolitan Statistical Area,San Antonio MSA,41700,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,5.4610238287,Peer
2021,Metropolitan Statistical Area,Austin MSA,12420,NATURALCHG,Census-CBSA,PEP_Vintage_2025,12838.0,Broad
2012,Metropolitan Statistical Area,Houston MSA,26420,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,79030.0,Peer
2021,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,4470.0,Peer
2023,Metropolitan Statistical Area,Dallas MSA,19100,RNETMIG,Census-CBSA,PEP_Vintage_2025,395.427345897,Peer
2014,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,7.517589942200001,Peer
2008,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Moodys-CBSA,Moodys,4428.30500348078,Peer
1987,Metropolitan Statistical Area,Austin MSA,12420,INTERNATIONALMIG,Moodys-CBSA,Moodys,13182.391485844695,Broad
2013,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Census-CBSA,PEP_Vintage_2020,31618.0,Peer
2000,State,Texas,48,POPESTIMATE,Moodys-State,Moodys,20944498.999999996,Benchmark
2024,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NETMIG,Census-County-State-US,PEP_Vintage_2025,42022.0,Peer
1984,Metropolitan Statistical Area,Dallas MSA,19100,BIRTHS,Moodys-CBSA,Moodys,62109.92608225654,Peer
1997,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Moodys-CBSA,Moodys,1580.2920919058356,Peer
1982,Metropolitan Statistical Area,Austin MSA,12420,BIRTHS,Moodys-CBSA,Moodys,10946.907180466835,Broad
2000,Place,"Fountain, CO",0827865,POPESTIMATE,Census-Place,PEP City and Town Intercensal Datasets: 2000-2010,15511.0,Peer
2000,Metropolitan Statistical Area,Dallas MSA,19100,POPESTIMATE,Moodys-CBSA,Moodys,5187121.999999998,Peer
2021,Metropolitan Statistical Area,Houston MSA,26420,NETMIG,Census-CBSA,PEP_Vintage_2025,44009.0,Peer
1985,State,Texas,48,DOMESTICMIG,Moodys-State,Moodys,63491.093933442855,Benchmark
1985,National,US,00,POPESTIMATE,Moodys-US,Moodys,237969068.7003573,Benchmark
1987,Metropolitan Statistical Area,Houston MSA,26420,BIRTHS,Moodys-CBSA,Moodys,67439.21369488665,Peer
2010,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Census-CBSA,PEP_Vintage_2020,-7884.0,Broad
2022,National,US,00,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,8187501.0,Benchmark
2007,Place,Austin City,4805000,POPESTIMATE,Census-Place,PEP City and Town Intercensal Datasets: 2000-2010,749641.0,Peer
1984,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Moodys-CBSA,Moodys,1298.22145110429,Peer
2019,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RBIRTH,Census-County-State-US,PEP_Vintage_2020,95.0799009447,Peer
2020,State,Texas,48,NETMIG,Census-County-State-US,PEP_Vintage_2025,54457.0,Benchmark
2023,Metropolitan Statistical Area,Austin MSA,12420,NETMIG,Census-CBSA,PEP_Vintage_2025,47322.0,Broad
1997,Place,"Fountain, CO",0827865,POPESTIMATE,Census-Place,PEP City and Town Postcensal Tables: 1990-2000,13245.0,Peer
2014,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,30033.0,Peer
2013,National,US,00,BIRTHS,Census-County-State-US,PEP_Vintage_2020,3940576.0,Benchmark
2011,Metropolitan Statistical Area,Austin MSA,12420,NATURALCHG,Census-CBSA,PEP_Vintage_2020,16905.0,Broad
2011,Metropolitan Statistical Area,Houston MSA,26420,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,23925.0,Peer
2012,Metropolitan Statistical Area,Dallas MSA,19100,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,80376.0,Peer
2017,Metropolitan Statistical Area,Dallas MSA,19100,RDEATH,Census-CBSA,PEP_Vintage_2020,81.0141511695,Peer
1983,State,Texas,48,DOMESTICMIG,Moodys-State,Moodys,146657.36711848542,Benchmark
2023,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,7396.0,Peer
2018,National,US,00,RNETMIG,Census-County-State-US,PEP_Vintage_2020,2.2083276242,Benchmark
2021,National,US,00,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,0.0,Benchmark
2009,County or Equivalent,Travis County,48453,DOMESTICMIG,Moodys-County,Moodys,8320.261368275978,Focus
2022,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NPOPCHG,Census-County-State-US,PEP_Vintage_2025,51638.0,Peer
2018,National,US,00,RBIRTH,Census-County-State-US,PEP_Vintage_2020,11.76598281,Benchmark
2009,Metropolitan Statistical Area,Dallas MSA,19100,BIRTHS,Moodys-CBSA,Moodys,102896.53123317866,Peer
2006,Metropolitan Statistical Area,Houston MSA,26420,NATURALCHG,Moodys-CBSA,Moodys,61499.08914957022,Peer
2012,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,12191.0,Peer
2011,Metropolitan Statistical Area,San Antonio MSA,41700,RBIRTH,Census-CBSA,PEP_Vintage_2020,93.13178998,Peer
1992,State,Texas,48,BIRTHS,Moodys-State,Moodys,323109.04751941597,Benchmark
2014,Metropolitan Statistical Area,San Antonio MSA,41700,POPESTIMATE,Census-CBSA,PEP_Vintage_2020,2328984.0,Peer
2012,Metropolitan Statistical Area,Dallas MSA,19100,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,18.5691032994,Peer
2001,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Moodys-County,Moodys,-3650.1105912751623,Peer
2006,Metropolitan Statistical Area,Austin MSA,12420,NATURALCHG,Moodys-CBSA,Moodys,17072.967561422847,Broad
2022,Metropolitan Statistical Area,Houston MSA,26420,RNATURALCHG,Census-CBSA,PEP_Vintage_2025,27.299142183,Peer
2015,Metropolitan Statistical Area,Houston MSA,26420,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,81791.0,Peer
1983,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,BIRTHS,Moodys-County,Moodys,4204.618328860624,Peer
2014,County or Equivalent,Travis County,48453,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,12153.0,Focus
2000,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Moodys-CBSA,Moodys,-6153.44599907305,Broad
2009,Metropolitan Statistical Area,Dallas MSA,19100,DEATHS,Moodys-CBSA,Moodys,-35111.5347429135,Peer
1995,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Moodys-CBSA,Moodys,-25972.708272101412,Peer
2013,Metropolitan Statistical Area,Houston MSA,26420,NPOPCHG,Census-CBSA,PEP_Vintage_2020,144292.0,Peer
2016,Metropolitan Statistical Area,San Antonio MSA,41700,DEATHS,Census-CBSA,PEP_Vintage_2020,-16780.0,Peer
2013,County or Equivalent,Travis County,48453,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,4974.0,Focus
2022,Metropolitan Statistical Area,Dallas MSA,19100,RNETMIG,Census-CBSA,PEP_Vintage_2025,416.681850815,Peer
1996,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Moodys-CBSA,Moodys,-5750.922594901364,Broad
1997,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Moodys-CBSA,Moodys,-26886.218191340726,Peer
2012,Metropolitan Statistical Area,Austin MSA,12420,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,6115.0,Broad
2022,Metropolitan Statistical Area,Houston MSA,26420,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,80791.0,Peer
2021,Metropolitan Statistical Area,Houston MSA,26420,RDEATH,Census-CBSA,PEP_Vintage_2025,94.523755036,Peer
1987,Metropolitan Statistical Area,San Antonio MSA,41700,DOMESTICMIG,Moodys-CBSA,Moodys,7146.907598589219,Peer
2013,Metropolitan Statistical Area,Houston MSA,26420,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,19.9070136997,Peer
2024,Metropolitan Statistical Area,San Antonio MSA,41700,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,26.678040554,Peer
2023,Metropolitan Statistical Area,San Antonio MSA,41700,NATURALCHG,Census-CBSA,PEP_Vintage_2025,11793.0,Peer
2025,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,28142.0,Peer
